id,gender,age,hypertension,heart_disease,ever_married,work_type,Residence_type,avg_glucose_level,bmi,smoking_status,Country,dob,full_name,ssn
69688,Female,24,0,0,No,Private,Urban,110.96,20.4,formerly smoked,US,1995-08-26,Anthony Ohlsen,245152971
35843,Female,28,0,0,Yes,Private,Urban,99.41,26.6,never smoked,US,1991-06-19,Linda Brinkman,626900237
66243,Female,16,0,0,No,Private,Urban,102.62,24.8,,US,2003-03-05,Carole Chavis,159249367
64962,Male,1.48,0,0,No,children,Rural,102.5,17.4,,US,2018-04-16,Paul Wedgeworth,453610849
18359,Female,49,0,1,Yes,Self-employed,Urban,82.25,31.2,smokes,US,1970-08-05,Ricky Mahar,138955175
50869,Male,5,0,0,No,children,Rural,119.16,19,,US,2014-09-27,Paula Kimmel,082893685
33292,Female,50,0,0,Yes,Private,Rural,96.55,45.7,formerly smoked,US,1969-07-13,Tameka Levings,715015686
63972,Female,58,0,0,Yes,Private,Urban,60.31,21.3,never smoked,US,1960-11-30,Francis Green,151904292
36889,Female,50,0,0,Yes,Private,Urban,122.57,27.7,formerly smoked,US,1969-09-04,Inocencia Jones,093711349
29472,Male,51,0,0,Yes,Self-employed,Rural,83.35,29.2,smokes,US,1968-02-04,Joanne Wood,041732674
61341,Female,45,0,0,Yes,Private,Urban,140.06,23.3,,US,1974-08-19,Don Davis,154602805
66284,Female,33,0,0,Yes,Govt_job,Rural,77.89,30.3,never smoked,US,1986-06-29,Clement Elms,212698662
67352,Male,13,0,0,No,children,Rural,58.54,20.8,never smoked,US,2006-03-19,Steven Hinkle,561873231
26100,Male,24,0,0,No,Govt_job,Rural,70.47,25.2,,US,1994-11-29,Gary Ward,076794199
12973,Male,34,0,0,Yes,Private,Urban,94.6,35.9,,US,1985-05-22,Jean Bonnett,963249250
19837,Male,77,0,0,Yes,Private,Rural,97.26,31.7,formerly smoked,US,1942-07-28,Danielle Montero,826329807
36939,Female,77,0,0,Yes,Private,Rural,65.21,28.8,never smoked,US,1942-03-28,Jennifer Mace,836188094
16952,Female,54,0,0,Yes,Govt_job,Rural,71.74,24.1,,US,1965-01-07,Beth Radcliff,576657633
28870,Female,38,0,0,Yes,Private,Rural,102.02,24.2,formerly smoked,US,1981-04-21,Ruby Owens,429894551
61479,Male,2,0,0,No,children,Urban,69.89,19,,US,2017-02-17,Samantha Thurston,776656467
55418,Female,8,0,0,No,children,Rural,70.98,18.6,,US,2011-06-14,Kara James,421306745
55060,Male,70,0,0,Yes,Private,Rural,71.46,23.5,smokes,US,1949-05-27,Edward Mathias,824913122
34080,Female,50,0,0,Yes,Govt_job,Urban,87.41,18.6,formerly smoked,US,1969-03-16,Frances Petronella,879492125
39118,Female,22,0,0,No,Private,Urban,158,22.9,never smoked,US,1997-08-31,Lamar Martin,047212723
40560,Female,67,0,0,Yes,Private,Urban,82.42,43.6,never smoked,US,1952-08-13,Donald Santelli,365405686
58844,Female,52,0,0,Yes,Private,Rural,78.92,41.4,formerly smoked,US,1967-02-05,Eileen Bibee,826816614
31576,Female,34,0,0,No,Private,Rural,67.74,31.7,smokes,US,1985-06-26,Nelle Balk,124837566
21151,Male,47,0,1,Yes,Self-employed,Urban,222.86,34.3,smokes,US,1971-12-16,Barbara Pontes,343866249
67621,Male,68,0,1,Yes,Self-employed,Rural,55.86,42,never smoked,US,1951-08-25,Jennifer Myers,045569033
59625,Male,43,0,0,Yes,Private,Rural,60.31,31.8,formerly smoked,US,1976-03-15,Diann Leathers,129814449
43686,Female,57,0,1,Yes,Self-employed,Urban,222.25,36.1,smokes,US,1962-03-30,William Smith,155930886
70124,Female,48,0,0,Yes,Private,Urban,62.55,35.1,never smoked,US,1971-04-16,Chris Dunn,484770446
57058,Female,11,0,0,No,children,Urban,103.75,17.9,never smoked,US,2007-12-16,John Pearson,458740069
9471,Female,24,0,0,No,Private,Urban,104.3,45.6,,US,1995-02-24,Paul Yee,991617534
9060,Female,27,0,0,Yes,Private,Rural,75.98,27.5,never smoked,US,1992-02-06,Patty Hale,665416612
70444,Female,45,0,0,Yes,Private,Rural,57.78,38.4,never smoked,US,1974-07-02,Leo Banks,996038480
31863,Female,46,0,0,No,Private,Urban,105.43,26.5,never smoked,US,1973-07-24,Edward Martin,727967293
56024,Female,35,0,0,Yes,Private,Rural,75.39,27.3,,US,1984-03-12,Marie Barnes,908854305
61086,Male,30,0,0,Yes,Private,Urban,125.84,38.6,formerly smoked,US,1989-09-01,Paula Tardy,113758343
40737,Female,65,0,0,Yes,Private,Urban,75.76,25.4,,US,1954-04-13,Samantha Taylor,374617303
812,Male,56,0,0,Yes,Private,Urban,74.85,25.8,formerly smoked,US,1963-02-05,Franklin Tyner,156600519
18452,Female,57,0,0,Yes,Govt_job,Urban,70.72,32.1,never smoked,US,1962-07-06,Harold Faison,549161309
38821,Female,54,0,0,Yes,Private,Rural,135.96,26.4,never smoked,US,1965-01-09,Ellsworth Jackson,233066465
63047,Female,75,0,0,Yes,Private,Urban,124.88,23.6,never smoked,US,1943-12-20,Shannon Summers,591445363
67009,Female,29,0,0,Yes,Private,Urban,78.62,22.1,,US,1990-06-11,Brittany Brown,105609933
40971,Male,28,0,0,Yes,Private,Rural,69.65,31.8,formerly smoked,US,1991-10-02,Peggy Evans,568253221
22154,Female,52,1,0,Yes,Govt_job,Urban,102.89,31.5,,US,1967-03-21,Arthur Warren,699753226
50937,Female,38,0,0,No,Private,Rural,64.23,40.8,smokes,US,1981-07-24,Lois Notter,939651626
15719,Female,26,0,0,No,Govt_job,Rural,106.59,25.8,,US,1993-09-18,George Conway,989574686
37635,Male,58,0,0,Yes,Self-employed,Rural,167.73,27.4,never smoked,US,1961-09-07,Barbara Truesdell,491110763
68537,Female,29,0,0,Yes,Govt_job,Urban,60.87,37.9,never smoked,US,1989-11-23,Barbara Henderson,311691937
12309,Male,17,0,0,No,Private,Rural,89.45,19.2,,US,2002-06-22,Christian Wilson,820954261
71534,Male,15,0,0,No,children,Urban,82.19,29.3,,US,2004-06-10,Maria Bolden,823871518
61386,Female,24,0,0,No,Private,Urban,65.15,18.4,never smoked,US,1994-12-03,Faye Garcia,149094023
49346,Female,10,0,0,No,children,Urban,64.71,21.9,,US,2009-05-17,Corey Harris,162461008
2709,Male,68,0,0,No,Self-employed,Urban,81.48,26.2,,US,1950-11-24,Sandra Velazquez,318765036
28959,Male,42,1,0,Yes,Private,Rural,91.29,28.3,never smoked,US,1977-03-24,Roman Allen,220317924
38996,Male,40,0,0,Yes,Private,Rural,60.99,21.9,never smoked,US,1979-04-04,Wesley Wood,413430141
72887,Female,30,0,0,Yes,Private,Rural,87.73,22,smokes,US,1988-11-14,Jesus Coburn,194359651
2161,Male,1.56,0,0,No,children,Urban,79.8,19.3,,US,2018-05-29,Tiffany Breisch,168357475
41925,Male,67,1,0,No,Private,Urban,114.43,34.7,never smoked,US,1952-01-09,Mark Robinson,326769447
15265,Female,17,0,0,No,Private,Urban,73.64,30,,US,2001-11-17,Paul Sweitzer,954437512
9351,Female,58,0,0,Yes,Private,Rural,249.51,32.7,,US,1961-10-15,Mary Stroope,725483774
14274,Female,68,0,0,Yes,Private,Rural,221.71,30.1,formerly smoked,US,1951-06-07,Juan Norley,998031402
27501,Female,11,0,0,No,children,Rural,75.06,26.5,never smoked,US,2008-08-05,Judy Rowan,410822953
15161,Male,55,0,0,No,Private,Urban,98.94,39.9,,US,1964-04-20,Maggie Snyder,941309726
21532,Female,18,0,0,No,Private,Urban,70.52,19.8,formerly smoked,US,2000-10-31,Michael Lewis,747600277
40521,Male,23,0,0,No,Private,Rural,70.25,23.2,never smoked,US,1996-04-26,Heather Douglas,372355717
5812,Female,46,0,1,Yes,Private,Urban,206.78,,smokes,US,1973-05-09,Debra Keyes,645032423
22376,Female,79,0,0,Yes,Govt_job,Rural,225.85,31.1,never smoked,US,1940-07-19,Javier Barshaw,903316248
20064,Female,4,1,0,No,children,Urban,80.73,20.6,,US,2015-02-12,Shirley Shackelford,197180904
1180,Male,53,1,0,Yes,Self-employed,Urban,208.63,,,US,1966-01-10,Wanda Pearl,359569960
62630,Female,33,0,0,Yes,Private,Rural,126,37.3,never smoked,US,1986-03-15,Gladys Langan,341493005
54455,Male,33,0,0,Yes,Private,Urban,221.9,36.3,smokes,US,1986-07-02,Terry Andersen,097977489
68264,Female,64,1,0,Yes,Private,Urban,80.84,44.7,never smoked,US,1955-05-05,Charles Barnum,918079064
49031,Female,59,0,0,Yes,Govt_job,Urban,62.67,24,never smoked,US,1960-01-07,Bart Medina,942834668
56035,Female,64,1,0,Yes,Govt_job,Urban,191.18,38.3,formerly smoked,US,1955-04-07,Billy Bergman,941657887
54979,Female,78,1,0,Yes,Self-employed,Rural,66.59,25.1,formerly smoked,US,1940-11-24,Elizabeth Oakes,406637970
68220,Female,20,0,0,No,Govt_job,Rural,99.57,28.6,never smoked,US,1999-08-29,Anthony Hayden,757224565
61018,Male,52,0,0,Yes,Govt_job,Rural,111.41,29.6,formerly smoked,US,1967-02-15,Stephen Moy,299383810
58346,Female,12,0,0,No,children,Rural,186.46,24.7,,US,2006-11-02,Gerald Larson,739244555
12788,Female,74,0,0,Yes,Private,Urban,79.99,39.4,,US,1945-09-24,Michelle Hoover,970281145
31384,Female,61,0,0,Yes,Self-employed,Rural,87.96,27.5,never smoked,US,1958-02-07,Robert Fowler,368200867
29580,Female,11,0,0,No,children,Rural,94.81,41.2,never smoked,US,2008-02-26,Harold Lane,753728303
3969,Male,54,1,0,Yes,Private,Rural,230.78,32.1,never smoked,US,1965-01-22,Joyce Hodson,564539320
20319,Male,10,0,0,No,children,Urban,72.21,26.2,never smoked,US,2009-03-30,Joe Macnab,040970277
8195,Female,25,0,0,No,Private,Urban,111.31,39.9,never smoked,US,1994-08-10,Larry Wade,805721008
15345,Female,34,0,0,Yes,Private,Rural,113.84,46.5,never smoked,US,1985-04-30,Hazel Monaghan,665159483
69803,Female,27,0,0,No,Private,Urban,99.04,59.1,smokes,US,1991-10-20,Cristina Almanza,931892924
66950,Male,12,0,0,No,children,Urban,196.71,17.3,,US,2007-05-18,Petra Walters,036038707
64471,Female,2,0,0,No,children,Rural,91.11,21.4,,US,2016-10-25,Arnold Hall,037508929
42219,Male,81,1,1,Yes,Private,Urban,102.64,30.1,,US,1938-07-14,Eric Newcomb,363566729
43202,Male,19,0,0,No,Private,Rural,128.5,28.7,,US,2000-02-02,Dorothy Workman,796346491
46184,Female,26,0,0,No,Private,Urban,80.6,34.3,,US,1993-06-20,Noelle Fleming,640447411
35080,Female,52,0,0,Yes,Private,Urban,98.23,27.2,,US,1967-05-09,Betty Chen,448539863
70053,Female,28,0,0,No,Private,Urban,95.68,31,smokes,US,1991-08-11,James Dennard,909959174
57226,Male,62,0,0,Yes,Private,Urban,91.8,22.9,,US,1956-12-03,George Caputo,390932053
68340,Male,51,0,0,Yes,Private,Urban,110.42,31.1,,US,1968-08-21,Anna Harris,178727799
21996,Female,38,0,0,Yes,Private,Urban,104.55,38.4,,US,1981-04-10,Jay Beeler,836501929
61820,Male,71,0,0,Yes,Private,Rural,88.31,30,,US,1948-03-18,Otis Clemons,882488561
70498,Female,61,0,0,Yes,Self-employed,Rural,90.76,42.4,smokes,US,1958-02-14,Maria Simpson,359252324
46235,Female,8,0,0,No,children,Urban,87.13,22.4,,US,2011-03-17,John Hope,270909429
28368,Female,44,0,0,Yes,Private,Rural,83.01,33.9,formerly smoked,US,1975-06-30,Helen Menke,159746031
12024,Male,36,0,0,Yes,Govt_job,Rural,82.69,28,never smoked,US,1982-12-03,Rebecca Rodocker,309542050
907,Male,57,0,0,Yes,Govt_job,Rural,104.42,,never smoked,US,1962-06-12,Sheri Cordova,864707893
51846,Male,38,0,0,Yes,Private,Rural,221,35.7,formerly smoked,US,1981-10-11,Nicholas Marek,489985898
28438,Male,22,0,0,No,Govt_job,Urban,100.4,41.4,never smoked,US,1996-11-06,Teresa Hammers,572199963
6986,Male,15,0,0,No,children,Rural,77.88,22.1,,US,2003-10-16,Glenda Johnson,867766340
26967,Male,32,0,0,No,Private,Urban,102.75,36.7,never smoked,US,1987-05-09,Chad Patel,342434485
62258,Female,16,0,0,No,Private,Urban,185.85,29.2,never smoked,US,2002-12-23,Herbert Cauthen,047786674
31802,Male,11,0,0,No,children,Rural,107,19,,US,2008-05-03,Chad Turner,795453913
16660,Male,6,0,0,No,children,Rural,103.42,21.7,,US,2013-09-28,Lisa Goessl,620134762
56880,Male,51,0,0,Yes,Private,Rural,200.97,22.6,,US,1968-04-06,Robin Miller,984798944
16431,Male,75,0,0,Yes,Private,Urban,134.73,27.7,formerly smoked,US,1944-10-06,Candace Applebee,277667761
49088,Female,32,0,0,No,Private,Urban,77.99,22.2,never smoked,US,1987-02-07,Carolyn Woods,970807020
6602,Female,19,0,0,No,Private,Rural,87.04,29.6,never smoked,US,2000-08-09,Steven Burgess,604124726
2584,Female,27,0,0,Yes,Private,Urban,90.8,31.3,formerly smoked,US,1992-03-19,Anthony Dalton,341447454
68405,Male,44,0,0,Yes,Private,Urban,68.93,26.8,never smoked,US,1975-06-03,Amy Faulk,799880820
55650,Male,69,1,0,Yes,Self-employed,Urban,223.7,34.7,,US,1949-11-27,Margaret Gilmore,872706705
60339,Female,79,1,0,Yes,Govt_job,Urban,131.68,35.5,formerly smoked,US,1939-12-26,Ralph Bayliff,733110394
49348,Female,6,0,0,No,children,Rural,77.13,19.2,,US,2013-02-13,Robert Ivey,342581018
7834,Female,26,0,0,Yes,Private,Urban,97.4,20.8,never smoked,US,1993-08-25,James Jones,878065600
39951,Male,57,0,0,Yes,Private,Rural,102.42,23,smokes,US,1962-04-26,John Mason,886617209
26370,Male,34,0,0,No,Private,Rural,126.04,26.6,never smoked,US,1985-08-23,Harold Sylla,571131464
7027,Female,21,0,0,No,Private,Urban,94.56,35,never smoked,US,1998-03-16,Brad Bolin,503383713
12734,Male,4,0,0,No,children,Rural,70.89,17.6,,US,2015-01-07,Becky Armour,763879413
9327,Male,51,0,0,Yes,Private,Urban,92.98,30.7,never smoked,US,1968-03-24,Edna Thomas,566601841
62406,Male,55,0,0,Yes,Govt_job,Urban,74.99,54.3,formerly smoked,US,1964-10-14,Stella Williams,873104398
67801,Female,21,0,0,Yes,Private,Urban,62.3,17.7,never smoked,US,1998-03-01,Ralph Wolfe,143629498
8910,Female,79,1,0,Yes,Private,Rural,93.05,29.2,smokes,US,1940-01-24,Brad Dominguez,762228178
40273,Female,50,0,0,Yes,Private,Rural,150.78,30.6,smokes,US,1968-11-18,Angel Garcia,100804743
33351,Female,82,0,0,Yes,Self-employed,Urban,71.38,22.9,,US,1937-05-26,Shirley Baquet,155235498
57393,Female,18,0,0,No,Private,Rural,61.43,25.4,never smoked,US,2001-05-15,Diane Slate,309278703
66199,Female,16,0,0,No,Private,Urban,81.53,22.5,never smoked,US,2003-03-31,Terrence Bates,931763258
11881,Male,59,0,0,Yes,Private,Rural,77.37,38.7,never smoked,US,1960-02-24,Edward Maple,236721874
27009,Male,23,0,0,No,Private,Rural,104.05,26.9,smokes,US,1996-10-03,Corrina Omoyosi,100390670
39213,Male,3,0,0,No,children,Urban,72.52,19.6,,US,2015-12-31,Scott Anderson,472856933
33200,Male,60,0,0,Yes,Self-employed,Urban,236.17,,smokes,US,1959-07-26,Walter Rostad,460264749
33713,Male,61,0,0,Yes,Private,Rural,104.56,31.7,smokes,US,1958-02-01,Ryan Kanagy,215782999
53301,Male,59,1,0,Yes,Private,Urban,67.88,33.7,smokes,US,1959-10-30,Helen Cook,467035080
71516,Female,37,0,0,No,Govt_job,Urban,120.86,33.3,never smoked,US,1982-02-03,Antonio Studebaker,535788510
35126,Female,42,0,0,Yes,Private,Urban,109.91,34,never smoked,US,1977-09-30,Maricela Rosario,913579435
7639,Male,68,0,0,No,Private,Rural,201.66,37.5,never smoked,US,1951-04-05,Brian Zavala,594277229
70168,Female,16,0,0,No,children,Urban,119.99,35.1,never smoked,US,2003-04-17,Brain Tweed,122998923
44214,Female,19,0,0,No,Private,Rural,101.97,23.7,smokes,US,2000-03-20,Charlotte Hampton,100423489
52782,Female,1.48,0,0,No,children,Urban,130.79,14.4,,US,2018-03-28,Greg Burke,598718175
24493,Male,4,0,0,No,children,Urban,117.92,14.2,,US,2015-08-15,Vanessa Rodriguez,282151908
31176,Male,78,0,1,No,Self-employed,Rural,68,30,,US,1941-01-06,Joanna Tyner,094851265
47046,Female,32,1,0,No,Private,Rural,111.98,26.4,smokes,US,1986-12-29,George Holman,712847923
11557,Female,53,0,0,Yes,Private,Rural,77.81,23.8,never smoked,US,1966-10-13,Frida Bryan,824911620
42123,Male,30,0,0,No,Private,Rural,57.27,27,never smoked,US,1989-08-22,Ann Davila,326605623
20123,Female,21,0,0,No,Private,Rural,89.94,19.3,smokes,US,1998-06-01,Francis Warkentin,190498730
24510,Female,32,0,0,Yes,Private,Urban,64.94,24.9,,US,1987-03-24,Shannon Filas,857593729
26812,Male,68,0,0,Yes,Self-employed,Urban,104.61,28.3,never smoked,US,1951-06-12,Vincent Peters,906090007
24889,Male,66,0,0,Yes,Govt_job,Urban,76.66,30.3,smokes,US,1953-09-26,Donald Mendoza,525690744
39067,Female,41,0,0,Yes,Private,Urban,75.64,21.8,,US,1978-01-17,Katherine Grant,018739517
28124,Female,75,0,0,Yes,Self-employed,Rural,209.62,44.2,never smoked,US,1944-07-10,Manuel Wertheim,452284023
60040,Female,69,1,0,Yes,Private,Rural,64.82,30.9,formerly smoked,US,1950-03-28,Jennifer Lotts,311877743
64800,Male,14,0,0,No,children,Rural,86.85,19.9,,US,2005-02-24,Kathy Jones,630544491
33963,Female,72,1,0,Yes,Self-employed,Urban,85.52,29.1,,US,1946-11-16,Joseph Martinez,360795896
26665,Male,54,0,0,Yes,Private,Urban,98.42,32,,US,1965-08-09,Russell Hampton,338603580
43305,Male,79,0,0,Yes,Self-employed,Urban,123.5,27.8,never smoked,US,1940-07-24,Stephen Vong,197392227
35885,Male,54,0,1,Yes,Private,Urban,103.9,27.6,,US,1965-03-04,Tasha Temple,919672140
3317,Female,51,0,0,Yes,Private,Urban,78.51,40.8,smokes,US,1968-06-01,Louise Arnold,113677401
37051,Female,74,0,0,Yes,Private,Rural,200.78,50.9,never smoked,US,1944-10-25,Benny Bernal,022311486
10226,Female,33,0,0,Yes,Private,Rural,104.8,33,,US,1986-04-28,Frances Mack,008590764
29331,Female,30,0,0,No,Govt_job,Rural,87.64,41.7,never smoked,US,1988-11-16,Mindy Millender,489012589
60037,Female,1.64,0,0,No,children,Urban,129.67,15.6,,US,2018-03-20,John Owens,495627047
37085,Female,40,0,0,Yes,Self-employed,Rural,57.11,23.9,formerly smoked,US,1979-07-16,Marlene Tabb,851006539
53311,Female,22,0,0,No,Private,Urban,92.02,25.7,never smoked,US,1997-10-02,Shannon Duran,871373300
11341,Female,61,0,0,Yes,Private,Urban,78.52,22.6,smokes,US,1958-09-17,Virginia Lukowski,044226034
67430,Female,56,0,0,Yes,Private,Urban,75.75,31.5,never smoked,US,1963-10-16,Jack Klein,568462543
9133,Female,31,0,0,Yes,Private,Rural,89.87,27.5,never smoked,US,1988-07-15,Donald Moore,919422408
33452,Female,63,0,0,Yes,Private,Rural,92.73,19.5,smokes,US,1955-12-05,William Smith,747800469
33032,Male,43,0,0,Yes,Self-employed,Rural,99.69,25.2,,US,1976-07-24,Jackson Sandrock,083099418
15543,Female,36,0,0,Yes,Private,Urban,78.96,29.4,never smoked,US,1982-12-30,Barbara Miller,306507160
48328,Male,9,0,0,No,children,Rural,64.43,21.6,,US,2010-01-15,Agnes Corey,616378705
21899,Female,47,0,0,Yes,Govt_job,Urban,108.03,36.6,formerly smoked,US,1972-05-13,Melanie Fann,893640094
50876,Female,9,0,0,No,children,Urban,113.14,14.8,,US,2009-10-15,Donald Moore,927462248
69174,Male,31,0,0,Yes,Private,Rural,110.67,26.9,,US,1988-05-09,Robert Demik,171205382
41980,Female,49,0,0,Yes,Private,Urban,146.82,26.6,never smoked,US,1970-04-20,Dwayne Prouty,508777207
34797,Female,32,0,0,Yes,Govt_job,Rural,91.58,29.2,never smoked,US,1986-10-21,Johnathan Jackson,927158372
38930,Female,42,0,0,No,Private,Rural,86.33,21.4,,US,1977-05-15,Matthew Tinnin,907297087
13871,Female,48,0,0,Yes,Private,Rural,184.75,42.3,never smoked,US,1971-01-07,Yolanda Lewis,825605190
3336,Female,81,0,0,No,Self-employed,Urban,89.41,32.4,never smoked,US,1938-09-12,John Gay,968595778
23609,Female,49,1,0,Yes,Private,Rural,100.54,29,formerly smoked,US,1969-10-19,Caryn Barnett,284596482
67172,Female,80,0,1,Yes,Self-employed,Urban,176.48,28.2,,US,1938-12-28,Theodore Lewis,815205687
39945,Female,50,0,0,Yes,Govt_job,Rural,67.81,21.4,never smoked,US,1969-06-11,Betty Dawson,804699201
25062,Male,5,0,0,No,children,Rural,77.45,15.1,,US,2014-06-06,Donna Harris,481048046
6658,Female,22,0,0,No,Private,Rural,102.62,30.4,smokes,US,1996-12-11,James Thayer,992471789
42589,Male,75,0,0,Yes,Self-employed,Urban,66.49,30.2,formerly smoked,US,1944-06-30,James Cvetkovic,802570625
29418,Female,78,0,0,Yes,Private,Rural,61.27,33.9,never smoked,US,1940-11-15,Jessica Fitzgerald,814901443
37524,Male,33,0,0,Yes,Private,Urban,61.12,29.4,never smoked,US,1985-11-26,Marlyn Avila,718887733
51348,Female,42,0,0,Yes,Private,Rural,120.42,24.6,never smoked,US,1977-05-25,Genevieve Cox,673457605
26353,Female,31,0,0,No,Private,Urban,95.48,30.6,formerly smoked,US,1988-02-17,Susan Clayton,736061998
47387,Male,2,0,0,No,children,Rural,76.87,21.7,,US,2016-12-25,Michael Dromgoole,298414287
16480,Female,46,0,0,Yes,Private,Rural,76.07,44.3,never smoked,US,1973-03-12,Corina Phillips,870323412
16854,Female,25,0,0,No,Private,Rural,101.73,29.9,never smoked,US,1994-09-06,Chester Testerman,787320878
51220,Female,32,0,0,No,Private,Urban,80.65,23.4,never smoked,US,1987-03-26,Albert Cuevas,093613257
17406,Female,21,0,0,No,Govt_job,Urban,74.63,30.7,smokes,US,1997-11-17,James Talley,484440448
68092,Female,34,0,0,Yes,Self-employed,Rural,128.34,26.8,never smoked,US,1984-12-13,Penny Moore,963768026
21793,Female,17,0,0,No,Private,Urban,87.49,30.1,never smoked,US,2001-12-20,Tania Gongora,847584658
69506,Male,78,0,0,Yes,Private,Rural,121.29,22.5,formerly smoked,US,1941-09-15,Gregory Breheny,811174072
39297,Male,44,0,0,Yes,Govt_job,Urban,95.11,26.8,never smoked,US,1974-11-28,Richard Keene,379985604
11334,Female,67,0,0,No,Private,Urban,77.59,23.8,never smoked,US,1952-05-09,Andrew Heppner,859872508
14290,Male,72,0,0,Yes,Private,Rural,70.16,,smokes,US,1947-06-04,Terri Burkholder,786219572
17792,Female,79,0,0,Yes,Self-employed,Urban,86.46,24.5,formerly smoked,US,1940-03-11,Kenneth Kerby,056438650
23430,Female,64,0,0,Yes,Private,Urban,74.74,25.1,,US,1955-10-14,Mel Salazar,235486471
39724,Male,38,0,0,Yes,Private,Urban,110.13,31.4,formerly smoked,US,1981-01-24,Gloria Brown,269034166
40101,Male,18,0,0,No,Private,Rural,72.58,26.1,,US,2001-05-09,Garry Hopps,276993339
50093,Female,54,0,0,Yes,Private,Rural,96.7,30.3,,US,1965-09-08,Inga Moses,008191894
35445,Female,79,1,0,No,Private,Urban,93.32,22.9,,US,1940-08-19,Charles Wainwright,513459536
8276,Female,65,0,0,Yes,Private,Rural,86.25,32.6,never smoked,US,1954-07-24,Carl Whitemore,016211948
57464,Female,21,0,0,No,Private,Rural,70.32,23.7,never smoked,US,1998-06-19,Lynn Robinson,172005990
64885,Male,40,0,0,Yes,Private,Urban,63.01,28.1,formerly smoked,US,1978-11-23,Amanda Street,395279982
30426,Female,37,0,0,No,Self-employed,Rural,76.84,19.5,,US,1982-01-10,Mafalda Hoskinson,170716601
14501,Female,20,0,0,No,Private,Urban,105.47,27.8,never smoked,US,1999-06-21,Virginia Terry,550458748
45208,Female,56,1,0,No,Private,Rural,96.28,25.5,smokes,US,1963-05-18,William Gibbs,568343129
36753,Male,11,0,0,No,children,Urban,123.55,34.4,,US,2008-05-12,Robert Sherman,893341939
13247,Female,78,0,1,Yes,Private,Rural,84.75,21.1,never smoked,US,1941-06-11,Thomas Mahon,563985343
46118,Female,23,0,0,No,Govt_job,Rural,61.03,21.5,never smoked,US,1996-07-01,Casey Krous,668001636
3481,Female,36,0,0,Yes,Private,Rural,225.72,24.7,,US,1983-03-14,Nancy Peitz,356803174
72173,Female,16,0,0,No,children,Urban,66.28,23.1,,US,2002-10-30,George Brown,342629990
25563,Female,51,0,0,Yes,Private,Urban,97.06,40.3,smokes,US,1967-12-20,Gerald Harman,816267720
44875,Female,14,0,0,No,children,Urban,75.45,31.4,formerly smoked,US,2005-07-02,Joe Ferguson,271916662
51196,Female,59,0,0,Yes,Self-employed,Rural,74.65,30.6,never smoked,US,1960-03-07,Willie Bannister,531109316
55312,Female,39,1,0,No,Private,Rural,65.01,,smokes,US,1980-06-22,Jacqueline Allen,216052082
48105,Female,53,0,0,No,Private,Rural,164.12,32.6,formerly smoked,US,1965-12-20,Anna Yokum,385782021
31152,Male,3,0,0,No,children,Rural,90.32,28.8,,US,2016-07-28,Jonathan Ping,569768173
72738,Female,20,0,0,No,Govt_job,Urban,134.5,26.5,never smoked,US,1998-10-20,Steven Trosclair,753223243
23424,Male,61,0,0,Yes,Private,Urban,110.6,34.6,never smoked,US,1958-06-12,Kenneth Bartram,071420871
54622,Female,33,0,0,Yes,Private,Urban,110.36,24.1,never smoked,US,1985-10-17,James Gold,312432297
41650,Female,19,0,0,No,Private,Rural,89.77,20.1,never smoked,US,2000-06-20,Irma Alexander,581864729
5182,Female,81,0,0,Yes,Private,Rural,86.23,23.4,formerly smoked,US,1938-09-30,Dolly Locke,421376035
15206,Female,58,0,0,Yes,Private,Rural,84.28,30.9,never smoked,US,1961-04-05,Scott Johnson,821780957
34009,Male,78,0,0,Yes,Self-employed,Rural,90.92,25.2,formerly smoked,US,1941-01-10,Alicia Johnson,177112528
72297,Female,25,0,0,No,Private,Rural,70.91,22.4,,US,1993-11-14,Angel Schultz,008443311
57100,Female,15,0,0,No,Private,Rural,68.65,22.4,smokes,US,2004-03-28,James Jackson,811533706
41382,Female,66,0,0,Yes,Govt_job,Rural,82.94,34.1,never smoked,US,1952-12-22,Michael Hansen,125591147
66359,Female,48,0,0,Yes,Self-employed,Rural,101.2,24.5,never smoked,US,1971-04-26,Refugio Mcintosh,342494910
21954,Male,25,0,0,No,Private,Rural,88.57,27.3,never smoked,US,1994-02-12,Phylis Needham,849132401
10481,Female,43,0,0,Yes,Private,Rural,94.28,30.9,,US,1976-03-02,Carl Rodriguez,494990715
59920,Female,34,0,0,Yes,Self-employed,Urban,65.41,24.2,smokes,US,1985-08-25,Walter Green,815352736
62213,Male,59,0,0,Yes,Private,Urban,87.71,26.5,formerly smoked,US,1960-07-06,Willie Valencia,448359967
15273,Female,78,0,0,Yes,Private,Rural,77.18,24.1,formerly smoked,US,1941-03-09,Michael Ahrens,094442618
35559,Male,40,0,0,No,Self-employed,Urban,96.67,31.2,never smoked,US,1978-11-15,Charles Hacker,137947780
19306,Female,47,0,0,Yes,Private,Urban,91.95,47.7,smokes,US,1972-07-04,Thomas Stella,472184820
52867,Female,29,0,0,Yes,Private,Rural,77.69,29.7,never smoked,US,1989-11-28,George Puhl,687788444
39469,Female,4,0,0,No,children,Rural,111.97,18.6,,US,2015-04-02,Sarah Mars,744394846
33682,Male,19,0,0,No,Private,Rural,212.41,24.4,,US,2000-04-25,Rebecca Layton,793388169
